#Example with One processor
120.0 4.0 0.01 1
0 -963.0 -481.5 -48.1500015259 -0.617609381676 0.60302066803 0.210214018822
0 -913.61541748 -481.5 -48.1500015259 -0.4172270298 0.395788162947 0.197272062302
0 -864.230773926 -481.5 -48.1500015259 0.294068127871 0.0655357539654 0.122166201472
0 -814.846130371 -481.5 -48.1500015259 0.167599022388 -0.0438260771334 0.00263833790086
0 -765.461547852 -481.5 -48.1500015259 0.330040305853 -0.140010371804 -0.0164041463286
0 -716.076904297 -481.5 -48.1500015259 0.477172613144 -0.340389311314 -0.052818980068
0 -666.692321777 -481.5 -48.1500015259 0.479434579611 -0.638350069523 -0.104464560747
0 -617.307678223 -481.5 -48.1500015259 0.22440649569 -0.958096683025 -0.153775081038
0 -567.923095703 -481.5 -48.1500015259 -0.197197824717 -1.09344899654 -0.159517884254
0 -518.538452148 -481.5 -48.1500015259 -0.465331375599 -1.12087392807 -0.150457829237
0 -469.153839111 -481.5 -48.1500015259 -0.587676346302 -1.14999175072 -0.14668315649
0 -419.769226074 -481.5 -48.1500015259 -0.53474843502 -1.22891104221 -0.159181758761
0 -370.384613037 -481.5 -48.1500015259 -0.0700424835086 -1.30715155602 -0.202066123486
0 -321.0 -481.5 -48.1500015259 0.787268340588 -1.02894449234 -0.215679079294
0 -271.615386963 -481.5 -48.1500015259 1.29498457909 -0.448252350092 -0.157388255
0 -222.230758667 -481.5 -48.1500015259 1.54747152328 -0.178128510714 -0.12468573451
0 -172.846160889 -481.5 -48.1500015259 1.72771441936 -0.101908199489 -0.11209141463
0 -123.461540222 -481.5 -48.1500015259 1.82936358452 -0.107540018857 -0.103875204921
0 -74.0769195557 -481.5 -48.1500015259 1.79604268074 -0.180150985718 -0.0939176082611
0 -24.6923084259 -481.5 -48.1500015259 1.59141862392 -0.253242045641 -0.0774189606309
0 24.6923084259 -481.5 -48.1500015259 1.3202136755 -0.278186321259 -0.0575189590454
0 74.0769195557 -481.5 -48.1500015259 1.00508475304 -0.246538639069 -0.0355361551046
0 123.461540222 -481.5 -48.1500015259 0.710538387299 -0.141566902399 -0.0157981980592
0 172.846160889 -481.5 -48.1500015259 0.525081813335 -0.031501531601 -0.00233936263248
0 222.230758667 -481.5 -48.1500015259 0.520888745785 0.0815368294716 0.00799228623509
0 271.615386963 -481.5 -48.1500015259 0.681938588619 0.244685411453 0.0196608677506
0 321.0 -481.5 -48.1500015259 0.936389267445 0.404457986355 0.0322576873004
0 370.384613037 -481.5 -48.1500015259 1.22120404243 0.543722093105 0.0474704019725
0 419.769226074 -481.5 -48.1500015259 1.52535450459 0.659214198589 0.065580688417
0 469.153839111 -481.5 -48.1500015259 1.79950511456 0.740148901939 0.0865900367498
0 518.538452148 -481.5 -48.1500015259 1.96788275242 0.775396645069 0.0988236889243
0 567.923095703 -481.5 -48.1500015259 2.03861546516 0.788854718208 0.101443260908
0 617.307678223 -481.5 -48.1500015259 1.99620807171 0.79384046793 0.0918771103024
